Municipality,Parish,Municipality (ID 2),Parish (ID 3),Cases (mean),popden_mean,altitude_mean,fcover_mean,Cropland,Mixed,Vegetation,Urban,Bare,Shores,cmi_all_mean,cmi_jan_mean,cmi_fev_mean,cmi_mar_mean,cmi_abr_mean,cmi_may_mean,cmi_jun_mean,cmi_jul_mean,cmi_ago_mean,cmi_set_mean,cmi_oct_mean,cmi_nov_mean,cmi_dez_mean,hurs_all_mean,hurs_jan_mean,hurs_fev_mean,hurs_mar_mean,hurs_abr_mean,hurs_may_mean,hurs_jun_mean,hurs_jul_mean,hurs_ago_mean,hurs_set_mean,________________october,november,HD,pr_all_mean,pr_jan_mean,pr_fev_mean,pr_mar_mean,pr_abr_mean,pr_may_mean,pr_jun_mean,pr_jul_mean,pr_ago_mean,pr_set_mean,pr_oct_mean,pr_nov_mean,pr_dez_mean,Wall,WJ,WF,WM,WA,WM,WJ,WJ,WA,WS,WO,WN,WD,maxtemp_all_mean,maxtemp_jan_mean,maxtemp_fev_mean,maxtemp_mar_mean,maxtemp_abr_mean,maxtemp_may_mean,maxtemp_jun_mean,maxtemp_jul_mean,maxtemp_ago_mean,maxtemp_set_mean,maxtemp_oct_mean,maxtemp_nov_mean,maxtemp_dez_mean,mintemp_all_mean,mintemp_jan_mean,mintemp_fev_mean,mintemp_mar_mean,mintemp_abr_mean,mintemp_may_mean,mintemp_jun_mean,mintemp_jul_mean,mintemp_ago_mean,mintemp_set_mean,mintemp_oct_mean,mintemp_nov_mean,mintemp_dez_mean,temp_all_mean,temp_jan_mean,temp_fev_mean,temp_mar_mean,temp_abr_mean,temp_may_mean,temp_jun_mean,temp_jul_mean,temp_ago_mean,temp_set_mean,temp_oct_mean,temp_nov_mean,temp_dez_mean
Porto Moniz,4,186,2566,29.35,30.62446508,911.84375,0.611280027,0.023166023,0.005791506,0.886100386,0,0,0.084942085,118.700966,263.0594221,255.8884043,185.2304346,113.5579706,-3.321739109,-84.18260889,-154.5913042,-126.7057976,32.70579723,218.544927,313.8391301,410.3869563,0.630359783,0.643092752,0.634821736,0.61071304,0.634875367,0.636594204,0.620781158,0.580931884,0.601262319,0.638808697,0.657462321,0.645930434,0.659043483,223.4741546,313.688406,321.6246384,277.0652176,229.4797096,131.6536233,70.12173904,23.04347815,28.71594183,144.41884,308.5623187,370.9159418,462.4000005,3.783026576,3.891159431,3.900797111,4.087115944,3.95330436,3.763318843,3.571463778,3.935942018,3.645724642,3.227521737,3.504217407,3.844884067,4.07086957,16.42065217,12.67318839,12.63260863,13.49347825,13.64275366,15.3963768,18.79202898,21.72971023,22.00652186,20.15434779,17.64565211,15.30507247,13.57608683,13.52391302,10.40072464,10.03985503,10.59347823,10.76304348,12.35289851,15.42826086,17.99782612,18.37463758,17.01376813,15.05869557,12.91521743,11.34855069,14.87137679,11.55144926,11.32101449,11.94565215,12.1181159,13.75289851,16.93985506,19.62391298,19.92826089,18.39202899,16.26884062,14.08913035,12.52536224
Ribeira Brava,3,188,2569,9.95,375.5699676,651.8518519,0.608545481,0.116402116,0.148148148,0.566137566,0.121693122,0,0.047619048,64.91408053,186.9068951,180.1517247,107.2931037,57.06206851,-36.48620701,-103.3344821,-163.3310342,-145.4551728,-9.710344725,149.1379318,233.5896549,323.1448285,0.628625862,0.635755173,0.628558623,0.618196553,0.623844827,0.627917247,0.62711379,0.602427585,0.613731033,0.632558615,0.644110343,0.633586209,0.655710344,187.3502875,261.3068974,266.8310352,221.7241379,189.5620685,110.7172415,55.47586178,15.89999998,22.5103448,125.1724135,265.1551724,316.3655196,397.4827576,3.139295978,3.419793113,3.358275866,3.479758616,3.291068965,3.056517247,2.759000005,3.020793101,2.834482781,2.605620688,2.964172363,3.300655184,3.581413803,17.8123563,13.99482757,14.01896556,14.91206896,15.24310332,16.98793096,20.07068963,22.69482757,23.22586211,21.71551724,19.14655172,16.77413792,14.96379303,14.28735632,11.34655181,10.97413791,11.44655178,11.73275859,13.21896543,15.81551713,17.93620688,18.63620705,17.8362069,16.08793091,14.02241378,12.39482771,15.91034479,12.71551721,12.47068971,13.05344818,13.37413788,14.93275859,17.69482761,19.96034491,20.54999983,19.515517,17.51551733,15.38793103,13.75344822
Ribeira Brava,2,188,2570,9.95,280.3098823,618.3,0.543250024,0.024561404,0.284210526,0.568421053,0.094736842,0,0.028070175,78.32886154,205.9219502,199.5414637,125.4146345,72.10243881,-27.65365851,-99.37073219,-163.1951212,-144.1390247,-0.802439074,167.1146337,255.4073155,349.6048778,0.637358739,0.645070733,0.636899995,0.624368293,0.633126829,0.637365851,0.636173176,0.609709759,0.622331708,0.642348779,0.654124389,0.642180486,0.664604876,200.0502033,278.9926847,285.2463409,238.4609758,203.4926825,118.5780491,59.63902432,17.27317077,24.04146325,133.0829271,282.0487812,336.8585361,422.887804,3.692148372,3.963829262,3.912000005,4.063682923,3.875000006,3.623170719,3.31412195,3.62104877,3.384926842,3.082853666,3.46580485,3.845,4.154341471,17.6270325,13.77439024,13.81097554,14.70853659,15.03780479,16.78902421,19.91829267,22.61341453,23.12073173,21.54268293,18.93292697,16.54512196,14.73048785,14.08313011,11.11097565,10.73780487,11.23048782,11.50853662,12.99878046,15.66219518,17.84756098,18.50365867,17.62804876,15.84268293,13.77682925,12.15000008,15.71199185,12.48414635,12.25487807,12.8402439,13.14999997,14.71585362,17.54024382,19.87195127,20.42804876,19.32317069,17.27926826,15.14512197,13.51097558
Ribeira Brava,4,188,2571,9.95,31.144705,950.8478261,0.505473709,0,0.177842566,0.822157434,0,0,0,103.9931159,242.3586943,236.689131,160.7869561,100.6369566,-8.449999989,-88.95217431,-162.1826082,-136.445653,21.43478263,201.0369555,292.4108714,388.5934787,0.639955978,0.656378261,0.642082607,0.615745653,0.644541302,0.645993479,0.629273915,0.582782606,0.608471741,0.65138913,0.67101522,0.655250001,0.676547825,218.6565221,306.0652207,314.0413042,264.267391,222.8869566,130.1869573,67.78478224,21.5934782,29.51739125,146.0326094,305.5347827,363.7891302,452.1782611,4.280682975,4.513130432,4.475086969,4.664108686,4.484195629,4.223652179,3.920717382,4.314065215,4.029826112,3.623152178,4.002086958,4.399760894,4.71841307,16.38496376,12.1173913,12.24565222,13.31086955,13.53913038,15.50217388,19.2456522,22.5,22.63695651,20.33695648,17.37826096,14.82608692,12.98043477,12.58894927,9.263043497,8.928260824,9.580434706,9.769565282,11.44782612,14.68695649,17.42608696,17.71304338,16.1282609,14.08043476,11.84347827,10.20000002,14.33550726,10.73043478,10.57826083,11.31521743,11.51956527,13.28043482,16.7021739,19.57391312,19.76739137,17.94999998,15.60217389,13.31956523,11.68695655
Ribeira Brava,1,188,2572,0,87.40643758,814.0689655,0.564571455,0.060773481,0.337016575,0.524861878,0.049723757,0,0.027624309,90.20976967,224.2586202,218.2275875,143.003448,87.44482724,-18.95172412,-96.96206928,-167.6517245,-148.141379,4.331034497,182.5,277.0413771,377.4172384,0.619400287,0.632075863,0.622179307,0.605027583,0.619603447,0.620765522,0.609555176,0.573796553,0.592375864,0.626831038,0.643927582,0.633586207,0.653079308,215.1287355,300.6275861,307.3793124,258.6931026,219.7758615,127.1931039,64.27586194,18.84482775,25.70344807,141.8724131,301.5034485,361.3551709,454.3206892,3.604873562,3.811137931,3.781724124,3.94010344,3.787206896,3.565275875,3.304379328,3.605137915,3.355517239,3.027275866,3.362827585,3.717827608,4.000068936,16.77442528,12.74655165,12.80862065,13.7810345,14.02241381,15.87068972,19.34999979,22.36724143,22.65344837,20.67068968,17.9189655,15.45344833,13.64999991,13.29252872,10.11896544,9.774137924,10.36379306,10.57068969,12.163793,15.18448271,17.71551724,18.12931034,16.82241371,14.86379314,12.71551727,11.08793107,14.89712645,11.47413793,11.27413792,11.94655178,12.17758626,13.83275867,17.03965523,19.69482757,20.02931029,18.48793112,16.2810344,14.07413792,12.45344826
Sao Vicente,3,189,2573,9.95,45.02686057,837,0.571428598,0.002702703,0,0.97027027,0,0,0.027027027,88.32807985,217.8826092,212.4956516,144.8739128,78.02173942,-19.88478253,-87.2999999,-149.1978266,-121.3326088,18.81521736,178.2304349,256.8434787,330.4891321,0.645606884,0.653530434,0.647889132,0.626660869,0.649560869,0.652604347,0.641176089,0.607160869,0.624545649,0.653393478,0.669532611,0.655295649,0.665932606,191.4550721,267.5782593,276.5826098,235.5847818,192.9326096,115.0086957,64.47608682,23.74782616,31.40652155,130.321738,267.4521733,313.1456521,379.2239108,3.150447467,3.294652177,3.27319565,3.400652194,3.281217407,3.098956512,2.922760844,3.241434763,3.030108706,2.696717401,2.939152199,3.21745653,3.409065218,17.05289853,13.07608694,13.13478252,14.09782609,14.34347818,16.18695643,19.54782602,22.41304381,22.78695641,20.98043479,18.26304342,15.79999998,14.00434782,13.39963768,10.28695648,9.926086944,10.47391307,10.71304344,12.2978261,15.19130433,17.6152175,18.09347833,16.94130429,15.05000002,12.91304346,11.29347824,15.08568841,11.72391299,11.51956519,12.16521744,12.4152174,14.06086947,17.11956528,19.65869588,20.05652187,18.68478244,16.55217388,14.34565219,12.72608695
Sao Vicente,2,189,2574,0,132.3997166,692.4285714,0.589142889,0.013888889,0,0.833333333,0.020833333,0,0.131944444,79.60912683,202.5142866,199.1952384,135.3904771,68.4333329,-25.73333322,-87.66666739,-145.0190481,-118.2476193,15.25714272,166.0047611,239.1000003,306.0809508,0.646684525,0.648690473,0.647619049,0.629776188,0.648942859,0.653361911,0.648509531,0.621980951,0.634576184,0.653747624,0.665114289,0.650680956,0.657214284,181.1896818,251.6333306,261.790475,224.9523795,182.919047,109.1142862,62.77619117,23.78095254,30.55238088,124.4380947,253.2952394,294.4428529,354.5809515,2.991361115,3.140285719,3.119809565,3.242333333,3.119809525,2.945714309,2.758285698,3.041523797,2.85466667,2.556380976,2.800761887,3.069047633,3.24771427,17.60357145,13.84523805,13.85476194,14.73095244,15.01666673,16.73571423,19.81190473,22.40238108,22.95952388,21.51666668,18.96428571,16.5976191,14.80714285,14.02738096,11.09761906,10.6833334,11.18809518,11.45952384,12.94523811,15.56904752,17.71666672,18.38809522,17.58333338,15.82619059,13.74047611,12.13095243,15.67698413,12.51190472,12.26904756,12.83095233,13.11666661,14.6738096,17.44047628,19.70238113,20.3071428,19.28333319,17.29285717,15.15000003,13.54523818
Sao Vicente,1,189,2575,9.95,57.44008326,813.0533333,0.595200026,0.021001616,0.082390953,0.841680129,0.008077544,0,0.046849758,102.8224681,237.6367087,232.1392395,162.6860763,94.59620304,-11.74936699,-84.09620271,-148.3139245,-121.4949366,27.03797456,196.9417715,282.2265814,366.2594933,0.640573735,0.647051901,0.643953165,0.622913927,0.643668354,0.646898733,0.637158226,0.604851899,0.620163294,0.647655694,0.662877218,0.649856962,0.659835443,205.8246835,287.1316461,296.5405053,253.5670883,210.0886084,122.9569621,67.28481003,23.38227844,30.36329122,138.2696199,286.5189868,338.2341776,415.5582275,2.836883969,2.950012669,2.940645585,3.069924044,2.967050652,2.812050637,2.644316454,2.911683532,2.715999993,2.420873429,2.642139241,2.893594946,3.074316444,17.11097049,13.18037975,13.2322785,14.1753165,14.41708862,16.2208861,19.54113922,22.3765823,22.7879748,21.02721521,18.34873424,15.91202532,14.11202531,13.50179324,10.43227849,10.05,10.59303794,10.83860766,12.3930379,15.25379742,17.61075952,18.14113919,17.04873411,15.17911397,13.04873422,11.43227848,15.16550632,11.84367088,11.63101262,12.2639241,12.50696199,14.13227848,17.14746831,19.63860765,20.08544301,18.76898729,16.6537975,14.46772152,12.84620252
Santa Cruz,1,190,2576,29.35,309.605948,867,0.591757603,0.026845638,0.325503356,0.634228188,0.013422819,0,0,61.09573172,185.1902443,179.6878048,102.8731706,47.31707301,-38.99756059,-101.8560972,-162.2951225,-139.599999,-9.760975562,144.1926813,224.0853651,302.3121963,0.649518089,0.664341464,0.650336582,0.62487317,0.646192681,0.65091219,0.644343901,0.607500007,0.629168294,0.659536586,0.674292679,0.658770728,0.68394878,177.9186993,253.1439023,259.9926843,209.7707311,172.3097564,101.3878051,52.77561002,17.09024387,26.11707315,118.7804882,252.8536574,301.7926837,369.0097559,3.549306913,3.736463413,3.691463412,3.826146341,3.646682949,3.418414633,3.255780482,3.744243918,3.452829256,3.030414639,3.300170724,3.625853666,3.863219523,16.57886178,12.66951221,12.652439,13.55487805,13.80365851,15.64512197,19.15000013,22.17438996,22.3573172,20.33536576,17.72317075,15.30365846,13.57682931,13.59410568,10.39146336,10.04512196,10.61829272,10.81585365,12.41829265,15.59878038,18.26463416,18.56707317,17.07439018,15.09634148,12.91341465,11.32560977,14.97723575,11.54756099,11.33536585,12.00121952,12.21097562,13.89878052,17.19390232,19.94512186,20.16951226,18.49390239,16.32073158,14.09390245,12.51585367
Santa Cruz,3,190,2577,49.35,1361.191184,298.7222222,0.33705265,0.048387097,0.274193548,0.096774194,0.440860215,0.037634409,0.102150538,14.15099976,117.7039996,114.5040005,44.42799995,-3.612000136,-73.35200043,-118.5319998,-162.676001,-148.28,-45.70799973,80.36399948,150.1599997,214.8119989,0.625829333,0.624668,0.631011999,0.625455997,0.609992001,0.617064002,0.628391998,0.628764,0.627604001,0.624951999,0.628940001,0.625732,0.637376003,140.7893327,200.3679987,205.4999988,163.1639984,134.0039996,78.41600067,40.19199997,12.32399998,19.53600021,93.74400024,202.6039984,242.363999,297.2559985,3.545213332,3.758280001,3.702920008,3.841639996,3.628039999,3.389839993,3.207920017,3.73092,3.433199997,3.014599991,3.306240015,3.639839993,3.889119978,18.98833336,15.91800007,15.75399982,16.30199993,16.74200005,18.18200012,20.43400017,22.23799995,23.17000015,22.65800018,20.76199997,18.68999992,17.00999996,16.38566665,13.88200005,13.45400002,13.73799995,14.12599995,15.36600002,17.35000008,18.85800003,19.91400009,19.86199989,18.45799995,16.58599991,15.0339999,17.6,14.91399998,14.57799999,14.94199997,15.36200008,16.65799988,18.74199997,20.33800034,21.31000008,21.10200005,19.54599991,17.64599987,16.06199993
Santa Cruz,4,190,2578,9.95,563.9478798,351,0.450857162,0.226086957,0.226086957,0.313043478,0.182608696,0.008695652,0.043478261,30.93872574,139.6647061,137.8000008,65.67058833,12.17647061,-61.58823552,-109.3470594,-156.1647052,-139.7588232,-30.8294119,102.2352948,173.0705894,238.3352939,0.65415441,0.652117652,0.657023528,0.645876474,0.638482346,0.647217642,0.662035293,0.660529414,0.659964705,0.6557,0.65864705,0.649829409,0.66242941,152.3799022,217.0176463,223.8470594,178.5411754,144.388237,84.8647057,45.00000022,14.78823527,23.04705878,102.8117649,218.7764722,260.164707,315.311764,3.923568623,4.112941167,4.065000015,4.215411789,4.011294141,3.763117622,3.612529446,4.203470553,3.860117604,3.360705881,3.640058826,3.993529376,4.244647054,18.49264695,15.30294132,15.15588216,15.75588226,16.1499999,17.64999984,20.10882344,22.09705824,22.90882346,22.16764686,20.17941183,18.06176455,16.37352955,15.89607841,13.27352939,12.85588248,13.19705873,13.53823538,14.84411761,17.04411742,18.76764701,19.66764697,19.36764706,17.8617648,15.94999992,14.38529413,17.11421567,14.31470602,13.98529412,14.42058816,14.76176475,16.14411769,18.43235296,20.2264705,21.07352941,20.6147057,18.96176484,17.00294102,15.43235285
Santa Cruz,5,190,2579,29.35,455.4695202,371.5,0.487333354,0.106481481,0.375,0.263888889,0.208333333,0,0.046296296,29.29973119,135.8451624,133.396774,63.62258013,9.43548394,-61.64516104,-106.0483873,-150.6870959,-134.1838711,-29.11290309,98.44193563,166.3387092,226.1935474,0.658774462,0.653270973,0.659690319,0.648748392,0.646303227,0.655429027,0.670190323,0.668274189,0.667141936,0.661764516,0.662954832,0.652061291,0.659464515,146.4545697,208.7903236,216.0290311,172.983871,137.8774205,81.31290313,44.38709665,15.40645166,23.62580644,100.0451613,210.1064512,248.3935483,298.496772,3.675865587,3.818709681,3.783580626,3.91938711,3.754806426,3.5333871,3.434258061,3.995741906,3.663612912,3.167548387,3.394741912,3.714387102,3.930225818,18.52096766,15.39838717,15.23064506,15.81129022,16.19516111,17.68548375,20.06290319,21.98225803,22.84032243,22.18548369,20.23709679,18.14354835,16.47903218,15.99543011,13.41451617,12.97258066,13.3048387,13.65645159,14.93709672,17.09193556,18.78225806,19.72096775,19.45322584,17.99516124,16.08548392,14.53064512,17.17768813,14.4177419,14.08548389,14.48870967,14.85000004,16.21129033,18.4499999,20.19193526,21.0693547,20.66935478,19.033871,17.11451614,15.55000001
Santa Cruz,2,190,2580,9.95,59.13795627,808.4827586,0.677000027,0.013888889,0.259259259,0.726851852,0,0,0,63.96293105,186.1206897,181.4482764,106.8931038,47.65172399,-36.71724109,-95.45862132,-152.6724133,-128.4793117,-1.893103492,146.9758614,221.7965525,291.8896558,0.677306321,0.687103452,0.674375857,0.646110344,0.676220692,0.682979306,0.682251725,0.647458621,0.665941378,0.687658616,0.699999996,0.67825862,0.699317242,172.6948273,245.579311,253.7344839,205.4620677,165.8103448,98.23793109,53.24827563,18.56206894,27.84137943,117.4896548,245.7275843,290.5310332,350.1137927,3.641367821,3.78213792,3.75017241,3.883000004,3.734827576,3.517206907,3.410758643,3.928827606,3.612931021,3.136758607,3.363689661,3.680448302,3.895655196,16.74137929,12.94655182,12.90172422,13.76034487,14.02241381,15.81551726,19.18793113,22.05689608,22.32241387,20.4844826,17.95344839,15.57413785,13.87068962,13.8617816,10.71551721,10.36034482,10.91206902,11.12241373,12.68103445,15.76724125,18.36034479,18.71551724,17.34310357,15.4189655,13.26034487,11.68448277,15.19856316,11.85689653,11.61206893,12.25,12.47758625,14.12241367,17.31206874,19.96379306,20.23620678,18.71551731,16.59482736,14.40862057,12.83275867
Santana,1,191,2581,29.35,113.5322916,382.8888889,0.714000046,0,0.01754386,0.719298246,0,0,0.263157895,55.65075818,168.4363653,164.2181813,105.0363631,39.39090902,-42.90909091,-93.15454518,-139.7545457,-116.7909088,-1.099999991,132.6727274,198.2363642,253.5272786,0.654327272,0.645518184,0.654072724,0.647963638,0.650199999,0.658036357,0.665836367,0.659963635,0.657772731,0.654818177,0.65949091,0.648172725,0.650081813,157.1265152,218.2454543,227.0090929,195.2272741,156.2727287,94.75454643,56.02727231,22.24545461,28.78181804,109.2636358,221.0090887,254.4818185,302.1999983,2.557113628,2.68636361,2.665909052,2.759090922,2.655636332,2.503454555,2.367181821,2.626999963,2.459545461,2.189454577,2.388272719,2.620727279,2.762727239,18.74621209,15.40454535,15.34090909,16.04999976,16.40454526,17.94090895,20.39545458,22.36818227,23.31363643,22.61363619,20.43181818,18.23181829,16.45909075,15.37575759,12.78636369,12.33181815,12.6772728,13.04090907,14.35909089,16.39545458,18.02272745,19.05909105,18.93181801,17.44090904,15.53181822,13.9318181,16.93484849,14.13181816,13.84090909,14.25909103,14.60454533,15.98636332,18.17727297,19.87727321,20.84999986,20.54090899,18.85000003,16.84999995,15.24999991
Santana,5,191,2582,9.95,79.80515909,720.9,0.596842135,0.013513514,0.07027027,0.859459459,0.002702703,0.013513514,0.040540541,67.97720128,192.3245287,187.4528303,117.8867924,54.9792454,-33.77169814,-95.87735806,-154.4433962,-128.8169809,1.971698093,151.6867925,227.0358481,295.2981133,0.642374686,0.64960566,0.645273588,0.625322644,0.645198116,0.64840189,0.637735847,0.606745281,0.622203775,0.649330191,0.665045281,0.652403771,0.66123019,177.1753141,250.2396226,258.3037725,215.0245281,174.2471702,104.1773581,57.89056584,21.34528286,29.98679251,121.2490563,249.2716977,292.3566022,352.0113203,3.2145739,3.331754718,3.31147171,3.429905662,3.323207536,3.139358505,3.028735856,3.418886787,3.165132079,2.769169798,2.973113204,3.250075473,3.43407547,16.94323898,13.06320754,13.0820755,13.98396217,14.23867922,16.05943399,19.3971698,22.2273584,22.56509435,20.78396229,18.16698121,15.75566033,13.99528295,13.64811322,10.54056599,10.17075471,10.72169811,10.95566037,12.51981134,15.46698111,17.93867935,18.37830191,17.16509434,15.26509442,13.12924527,11.52547173,15.17421384,11.82735853,11.61415094,12.24622636,12.48962267,14.13113205,17.21792453,19.77452836,20.15566045,18.73490557,16.61981133,14.43867919,12.84056606
Santana,3,191,2583,0,12.2151463,904,0.589481512,0,0,1,0,0,0,88.0983871,219.9580634,213.9645164,144.4354824,76.43225787,-20.50322591,-89.49032224,-152.6903219,-122.4483867,19.26451622,179.6451628,258.0322566,330.5806461,0.638648653,0.651112904,0.641951605,0.617625806,0.644870968,0.646648382,0.628441928,0.587254841,0.609135485,0.647877414,0.668277416,0.654358058,0.666229033,190.5830641,268.0258056,276.5548411,233.270968,189.6645163,113.5612899,63.4741932,23.57096783,32.15483869,129.8354837,266.9451599,312.6838689,377.2548365,3.242446245,3.377806464,3.355806443,3.478129064,3.362580645,3.175193564,3.032677435,3.394290332,3.157225801,2.78435486,3.011290327,3.295806446,3.484193556,16.34677422,12.22419354,12.28548391,13.3048387,13.49838715,15.43709675,19.11451617,22.29193564,22.4177419,20.21774206,17.39516138,14.87903217,13.09516122,12.8408602,9.540322581,9.198387023,9.817741932,10.02741931,11.68548381,14.9338709,17.68548399,17.94032257,16.35645165,14.32419352,12.09838704,10.4822581,14.45672046,10.91774193,10.72741939,11.45322584,11.64677414,13.37903226,16.78870952,19.65322599,19.81774195,18.02096773,15.73387115,13.47580654,11.86612904
Santana,2,191,2584,9.95,52.90929128,704.075,0.6354286,0.013651877,0.030716724,0.897610922,0,0,0.058020478,70.78693192,192.4590917,187.7159094,123.4590905,57.3795455,-31.64545467,-91.14545458,-146.7772727,-120.6727272,7.656818317,154.5181817,226.2204552,290.2749998,0.654123484,0.657484091,0.654615905,0.637711366,0.654906815,0.660081817,0.655509086,0.630554545,0.641572731,0.659568176,0.672284092,0.658052271,0.667140907,174.4011367,243.8909097,252.6136378,214.9431822,173.3568181,104.4909091,59.9886361,23.06363639,30.68181814,120.0386365,244.8113639,284.397728,340.5363641,3.069481064,3.210477282,3.187545451,3.300704566,3.185318172,3.004931832,2.858295443,3.186772715,2.972318175,2.631795463,2.857340916,3.131704553,3.306568195,17.419697,13.659091,13.66363636,14.52954542,14.80454545,16.54999995,19.67272732,22.30227293,22.79318185,21.29090916,18.75909105,16.38636353,14.625,13.99772722,11.02045455,10.62954545,11.12272724,11.39772724,12.90681809,15.60909074,17.84090905,18.45227272,17.52954542,15.74772722,13.65909082,12.05681814,15.5785985,12.37272724,12.13409099,12.71590911,12.98863628,14.56363637,17.41136373,19.76136368,20.2772727,19.15454544,17.14090924,15.01590911,13.40681817
Santana,6,191,2585,9.95,36.73877789,923.6341463,0.514057171,0,0.03515625,0.9609375,0,0,0.00390625,75.46097576,206.5000007,201.0536592,127.4487811,65.66341521,-29.12926837,-99.86341486,-165.7024398,-136.4243907,5.304877996,164.6951225,245.007316,320.97805,0.626598577,0.639414633,0.631448784,0.60690488,0.632846347,0.633509757,0.614375608,0.573004877,0.594795121,0.635809756,0.656639024,0.64442195,0.656012195,186.3691059,264.1390247,271.6317061,224.4439027,184.0024399,108.9707316,58.59024373,20.48780479,29.46829275,125.609757,261.75122,309.9292696,377.4048782,4.022091473,4.180463427,4.150341464,4.304048782,4.157414628,3.922000048,3.766487822,4.263951226,3.944414662,3.456682903,3.724585367,4.074000018,4.320707324,16.16808943,12.00609754,12.08170728,13.08414638,13.29878046,15.24512196,18.99634152,22.24756097,22.32317078,20.0158537,17.1768292,14.66219504,12.87926832,12.78780488,9.442682918,9.115853624,9.759756088,9.930487854,11.61341462,14.95975606,17.80365856,17.99146345,16.29634145,14.21585367,11.97195123,10.35243898,14.34735773,10.75,10.58414633,11.31585365,11.49878058,13.25975606,16.74512191,19.70609772,19.81585377,17.90365847,15.58658532,13.29878046,11.70365852
Santana,4,191,2586,9.95,122.7058428,583.9722222,0.652533367,0.080701754,0.126315789,0.726315789,0.010526316,0,0.056140351,59.77249989,177.1974993,172.7499998,108.1899999,42.8324997,-40.22250009,-93.79750004,-144.0625008,-119.9025009,0.372499908,139.2775002,207.8625023,266.7724995,0.665680415,0.664982499,0.664875001,0.651222497,0.66329,0.670442498,0.673124994,0.6568325,0.662052497,0.669005002,0.67789,0.663652495,0.670795,163.6635415,229.8350006,238.4324993,200.5175007,160.0475004,96.83999939,55.94749994,21.82749987,29.82249999,113.8574993,230.9999996,267.6999977,318.135001,2.660297911,2.772274977,2.75252499,2.843724987,2.749999988,2.593625,2.496600008,2.806750011,2.605599999,2.287574998,2.465550002,2.701949987,2.847399986,17.835,14.28000002,14.23000009,15.0125,15.31750002,16.99000003,19.84999995,22.21249986,22.85500011,21.65749989,19.30750008,17.0175,15.28999991,14.64687499,11.81249995,11.4,11.83750002,12.13750002,13.56750002,16.06499999,18.09000001,18.83999991,18.17249992,16.4925,14.46499999,12.88250003,16.12375001,13.07750003,12.80499997,13.31999998,13.62749999,15.1249999,17.75750008,19.87250018,20.53499999,19.67999992,17.80999999,15.73500004,14.14000001
